HotelName,City,District,Price,Type,Facilities
Harrington-Cooper Hotel,Syangja,Syangja,6892,Eco-lodge,"Resturant, Hot Water, Parking"
Peaceful Valley Resort,Surkhet,Surkhet,6938,Homestay,"Swimming Pool, Conference Room, Tea/Coffee Maker"
Richard-Walker Hotel,Doti,Doti,8436,Resort,"Resturant, Security, Swimming Pool"
Kim Group Hotel,Myagdi,Myagdi,9091,Lodge,"Garden, Air Conditioning, Laundry Service"
Peaceful Valley Resort,Ilam,Ilam,2867,Hostel,"WiFi, Hot Water, Resturant"
Hotel Janaki Palace,Terhathum,Terhathum,6508,Resort,"Parking, WiFi, Swimming Pool"
"Howard, Cooper and Greene Hotel",Salyan,Salyan,7756,Motel,"Resturant, Tea/Coffee Maker, Air Conditioning"
"Weiss, Kennedy and Juarez Hotel",Morang,Morang,9524,Eco-lodge,"Air Conditioning, Room ServiceFamily Rooms, Security"
"Conley, Dixon and Cox Hotel",Chitwan,Chitwan,4340,Lodge,"Security, Swimming Pool, Room ServiceFamily Rooms"
Hotel Gorkha,Bhojpur,Bhojpur,9213,Boutique Hotel,"Garden, Room ServiceFamily Rooms, Tea/Coffee Maker"
Hotel Janaki Palace,Dang,Dang,1089,Eco-lodge,"Room ServiceFamily Rooms, Laundry Service, WiFi"
Nelson-Rodriguez Hotel,Jajarkot,Jajarkot,8066,Boutique Hotel,"Garden, Hot Water, Parking"
Nepal Comfort Stay,Dhading,Dhading,7356,Homestay,"Swimming Pool, Parking, Bar"
The Yak Lodge,Siraha,Siraha,3809,Serviced Apartment,"Room ServiceFamily Rooms, Garden, Swimming Pool"
Moore-Santiago Hotel,Parsa,Parsa,7228,Motel,"Resturant, Tea/Coffee Maker, Laundry Service"
Carter Inc Hotel,Chitwan,Chitwan,3527,Homestay,"Television, Breakfast, Swimming Pool"
Lumbini Heritage Hotel,Kapilvastu,Kapilvastu,8166,Guest House,"Security, Tea/Coffee Maker, Breakfast"
Eco Himalaya Lodge,Jajarkot,Jajarkot,1241,Lodge,"Bar, Air Conditioning, Laundry Service"
Kennedy-Lee Hotel,Doti,Doti,7671,Villa,"Laundry Service, Parking, Conference Room"
Hotel Buddha,Taplejung,Taplejung,5392,Hostel,"WiFi, Swimming Pool, Air Conditioning"
Norman-Wagner Hotel,Udayapur,Udayapur,6018,Bed and Breakfast,"Tea/Coffee Maker, Bar, Parking"
Harrison-Blake Hotel,Manang,Manang,6214,Hostel,"Garden, Swimming Pool, WiFi"
Wood-Rogers Hotel,Solukhumbu,Solukhumbu,1320,Hotel,"Breakfast, Hot Water, WiFi"
Brennan-Dixon Hotel,Kapilvastu,Kapilvastu,9023,Serviced Apartment,"Swimming Pool, WiFi, Parking"
Eco Himalaya Lodge,Wardha,Wardha,1591,Motel,"Tea/Coffee Maker, Conference Room, Parking"
Hotel Janaki Palace,Surkhet,Surkhet,3816,Serviced Apartment,"Air Conditioning, Hot Water, Conference Room"
Griffin Group Hotel,Kavrepalanchok,Kavrepalanchok,2199,Motel,"Resturant, Room ServiceFamily Rooms, Parking"
Nepal Comfort Stay,Bhojpur,Bhojpur,2751,Guest House,"Swimming Pool, Breakfast, Room ServiceFamily Rooms"
Robinson-Davis Hotel,Parbat,Parbat,3118,Guest House,"Air Conditioning, Swimming Pool, Bar"
Hotel Gorkha,Wardha,Wardha,5902,Serviced Apartment,"Swimming Pool, Breakfast, Hot Water"
Kathmandu Garden Inn,Mugu,Mugu,5829,Motel,"Bar, WiFi, Television"
Annapurna Guest House,Myagdi,Myagdi,7288,Lodge,"Breakfast, Laundry Service, Bar"
Palmer and Sons Hotel,Kailali,Kailali,2748,Guest House,"Television, Air Conditioning, Hot Water"
Kathmandu Garden Inn,Walung,Walung,1198,Serviced Apartment,"Security, Parking, Room ServiceFamily Rooms"
Annapurna Guest House,Kailali,Kailali,2380,Motel,"Garden, Parking, Security"
Kathmandu Garden Inn,Mugu,Mugu,6809,Homestay,"Breakfast, WiFi, Hot Water"
Collins-Jenkins Hotel,Jajarkot,Jajarkot,4223,Hostel,"Resturant, Room ServiceFamily Rooms, Garden"
"Paul, Mack and Moore Hotel",Sarlahi,Sarlahi,8357,Cabin,"Garden, Resturant, Parking"
Mountain Sunrise Resort,Salyan,Salyan,9816,Motel,"Tea/Coffee Maker, Television, Swimming Pool"
"Park, Ho and Andrade Hotel",Manang,Manang,4358,Hotel,"Parking, WiFi, Hot Water"
Hotel Everest View,Rukum East,Rukum East,5936,Guest House,"Bar, Laundry Service, Air Conditioning"
Stupa View Inn,Bhojpur,Bhojpur,4494,Mountain Lodge,"Tea/Coffee Maker, Air Conditioning, Hot Water"
Namaste Homestay,Morang,Morang,5898,Boutique Hotel,"Television, Bar, Hot Water"
Jones Ltd Hotel,Chitwan,Chitwan,1135,Bed and Breakfast,"Laundry Service, Resturant, Air Conditioning"
Moore Ltd Hotel,Mustang,Mustang,5518,Cabin,"Air Conditioning, WiFi, Laundry Service"
Mendoza-Gallagher Hotel,Rasuwa,Rasuwa,5842,Resort,"Room ServiceFamily Rooms, WiFi, Parking"
Burgess-Turner Hotel,Rautahat,Rautahat,1720,Cabin,"Security, Conference Room, Garden"
Annapurna Guest House,Jajarkot,Jajarkot,9630,Mountain Lodge,"Hot Water, Room ServiceFamily Rooms, Resturant"
Anderson-Jordan Hotel,Bhojpur,Bhojpur,1683,Villa,"Television, Garden, Bar"
Tucker Ltd Hotel,Terhathum,Terhathum,5803,Guest House,"Conference Room, Resturant, WiFi"
Fuller-Collins Hotel,Rautahat,Rautahat,6004,Mountain Lodge,"Conference Room, Air Conditioning, Tea/Coffee Maker"
Annapurna Guest House,Terhathum,Terhathum,8650,Motel,"Laundry Service, Garden, Swimming Pool"
Pena-Lin Hotel,Ramechhap,Ramechhap,1823,Guest House,"Parking, Room ServiceFamily Rooms, Hot Water"
Hill-Edwards Hotel,Terhathum,Terhathum,3660,Resort,"Swimming Pool, Parking, Television"
"Oconnell, Rowe and Anderson Hotel",Udayapur,Udayapur,2424,Bed and Breakfast,"Tea/Coffee Maker, Air Conditioning, Security"
Webster-Cannon Hotel,Banke,Banke,8595,Boutique Hotel,"Tea/Coffee Maker, Bar, Conference Room"
Kathmandu Garden Inn,Surkhet,Surkhet,1593,Villa,"WiFi, Television, Conference Room"
Pokhara Peace Lodge,Dang,Dang,2407,Eco-lodge,"Air Conditioning, Breakfast, Security"
Hotel Everest View,Siraha,Siraha,8227,Cabin,"Television, Bar, Laundry Service"
White-Henderson Hotel,Bhaktapur,Bhaktapur,4926,Resort,"Garden, Conference Room, Tea/Coffee Maker"
Peaceful Valley Resort,Arghakhanchi,Arghakhanchi,6186,Bed and Breakfast,"Parking, Room ServiceFamily Rooms, Breakfast"
Salazar and Sons Hotel,Saptari,Saptari,4546,Boutique Hotel,"Resturant, WiFi, Room ServiceFamily Rooms"
Everest Base Camp Lodge,Rukum West,Rukum West,1594,Eco-lodge,"Bar, Swimming Pool, Conference Room"
Davis-Baker Hotel,Dolakha,Dolakha,5605,Guest House,"Swimming Pool, Parking, Laundry Service"
Mitchell Inc Hotel,Kaski,Kaski,5831,Lodge,"Hot Water, Television, Garden"
Ballard-Sanders Hotel,Chitwan,Chitwan,6338,Lodge,"Tea/Coffee Maker, Laundry Service, WiFi"
Mountain Sunrise Resort,Lalitpur,Lalitpur,2325,Hotel,"Television, Resturant, Swimming Pool"
King and Sons Hotel,Wardha,Wardha,7675,Mountain Lodge,"Garden, Parking, Bar"
Peaceful Valley Resort,Rukum West,Rukum West,4964,Boutique Hotel,"Bar, Hot Water, Air Conditioning"
Everest Base Camp Lodge,Nuwakot,Nuwakot,5605,Homestay,"Television, Hot Water, Swimming Pool"
"Costa, Levine and Phillips Hotel",Bardiya,Bardiya,2587,Cabin,"Bar, Security, Resturant"
Hotel Janaki Palace,Dhanusha,Dhanusha,1636,Resort,"Room ServiceFamily Rooms, Television, Tea/Coffee Maker"
Hotel Buddha,Syangja,Syangja,4106,Serviced Apartment,"Air Conditioning, Laundry Service, WiFi"
"Schwartz, Pierce and Colon Hotel",Makwanpur,Makwanpur,1519,Motel,"Conference Room, Room ServiceFamily Rooms, Parking"
"Garcia, Spears and Glass Hotel",Sarlahi,Sarlahi,4134,Eco-lodge,"Security, Tea/Coffee Maker, Parking"
Hotel Everest View,Rolpa,Rolpa,3070,Villa,"Garden, Air Conditioning, Resturant"
Mountain Sunrise Resort,Jumla,Jumla,6143,Hotel,"Garden, Room ServiceFamily Rooms, Conference Room"
Pokhara Peace Lodge,Kathmandu,Kathmandu,9238,Lodge,"WiFi, Swimming Pool, Laundry Service"
Martin-Cooley Hotel,Chitwan,Chitwan,3049,Eco-lodge,"Security, Breakfast, Garden"
Petersen LLC Hotel,Gorkha,Gorkha,9653,Serviced Apartment,"Hot Water, Swimming Pool, Laundry Service"
Pokhara Peace Lodge,Mugu,Mugu,1661,Villa,"Parking, Conference Room, Breakfast"
Roberts-Johnson Hotel,Dang,Dang,5621,Eco-lodge,"WiFi, Air Conditioning, Garden"
"Stewart, Morris and Mcknight Hotel",Mugu,Mugu,2434,Mountain Lodge,"Air Conditioning, WiFi, Television"
Himalayan Retreat,Rolpa,Rolpa,9160,Guest House,"Tea/Coffee Maker, Hot Water, Laundry Service"
Hotel Gorkha,Mugu,Mugu,3183,Bed and Breakfast,"Laundry Service, Air Conditioning, Room ServiceFamily Rooms"
Namaste Homestay,Siraha,Siraha,9658,Guest House,"Air Conditioning, Resturant, Laundry Service"
Hotel Everest View,Mahottari,Mahottari,7475,Hostel,"Air Conditioning, Swimming Pool, Resturant"
"Bridges, Walker and Long Hotel",Dhankuta,Dhankuta,5019,Serviced Apartment,"WiFi, Laundry Service, Conference Room"
"Hoffman, Murphy and Morales Hotel",Walung,Walung,3214,Eco-lodge,"Laundry Service, Conference Room, Room ServiceFamily Rooms"
Mountain Sunrise Resort,Kapilvastu,Kapilvastu,4181,Boutique Hotel,"Garden, Television, Swimming Pool"
Vargas-Vega Hotel,Manang,Manang,7090,Hostel,"WiFi, Swimming Pool, Breakfast"
Annapurna Guest House,Parsa,Parsa,1339,Guest House,"Breakfast, Swimming Pool, Conference Room"
Holland PLC Hotel,Surkhet,Surkhet,2298,Hotel,"Bar, WiFi, Security"
Williams-Gomez Hotel,Gorkha,Gorkha,9675,Hostel,"Tea/Coffee Maker, Security, Conference Room"
"Harrington, Strickland and Woods Hotel",Bardiya,Bardiya,2712,Eco-lodge,"Room ServiceFamily Rooms, Security, Conference Room"
Namaste Homestay,Sindhupalchok,Sindhupalchok,4674,Bed and Breakfast,"Bar, Laundry Service, Air Conditioning"
Nepal Comfort Stay,Saptari,Saptari,3447,Hostel,"Television, Tea/Coffee Maker, Resturant"
"Davis, Johnson and Diaz Hotel",Kathmandu,Kathmandu,2786,Motel,"Room ServiceFamily Rooms, Air Conditioning, Laundry Service"
"Carter, Burns and Kirby Hotel",Lamjung,Lamjung,4831,Cabin,"Parking, Air Conditioning, Room ServiceFamily Rooms"
The Yak Lodge,Myagdi,Myagdi,9087,Homestay,"Air Conditioning, Swimming Pool, Tea/Coffee Maker"
Eco Himalaya Lodge,Morang,Morang,1523,Motel,"Room ServiceFamily Rooms, Air Conditioning, Breakfast"
"Martin, Gray and Roberts Hotel",Syangja,Syangja,9668,Motel,"Television, Laundry Service, Security"
Walker Ltd Hotel,Rautahat,Rautahat,7754,Boutique Hotel,"Parking, Bar, Room ServiceFamily Rooms"
Morris PLC Hotel,Pyuthan,Pyuthan,8048,Resort,"Conference Room, Resturant, Room ServiceFamily Rooms"
Stupa View Inn,Banke,Banke,7760,Resort,"Swimming Pool, Conference Room, WiFi"
Kathmandu Garden Inn,Darchula,Darchula,6134,Bed and Breakfast,"Garden, Conference Room, Hot Water"
"Bentley, Morton and Blackwell Hotel",Dolakha,Dolakha,8366,Villa,"Hot Water, Breakfast, Bar"
Stupa View Inn,Kanchanpur,Kanchanpur,3842,Mountain Lodge,"Bar, Room ServiceFamily Rooms, Parking"
Hotel Gorkha,Panchthar,Panchthar,2897,Homestay,"WiFi, Resturant, Television"
Himalayan Retreat,Dhading,Dhading,4160,Villa,"Tea/Coffee Maker, Security, Conference Room"
Hotel Gorkha,Khotang,Khotang,6775,Boutique Hotel,"WiFi, Breakfast, Parking"
Pena Group Hotel,Surkhet,Surkhet,7104,Hotel,"Television, Parking, WiFi"
Ross Inc Hotel,Sindhupalchok,Sindhupalchok,7382,Motel,"Garden, Air Conditioning, Security"
Stupa View Inn,Darchula,Darchula,2229,Guest House,"Parking, Breakfast, Laundry Service"
Pokhara Peace Lodge,Solukhumbu,Solukhumbu,9149,Homestay,"Bar, Laundry Service, Security"
"Acevedo, Shea and Smith Hotel",Bhojpur,Bhojpur,2531,Motel,"Bar, Air Conditioning, WiFi"
Jones-Hughes Hotel,Bara,Bara,6904,Resort,"Garden, Conference Room, Resturant"
Morgan-Taylor Hotel,Nuwakot,Nuwakot,2831,Villa,"Bar, Room ServiceFamily Rooms, Conference Room"
Ward Inc Hotel,Ramechhap,Ramechhap,9700,Serviced Apartment,"Room ServiceFamily Rooms, Garden, Bar"
Schultz PLC Hotel,Chitwan,Chitwan,5334,Boutique Hotel,"Hot Water, Parking, Garden"
Jimenez-Smith Hotel,Ilam,Ilam,4393,Resort,"Bar, WiFi, Tea/Coffee Maker"
"Hunt, Wilson and Fry Hotel",Dolakha,Dolakha,2148,Guest House,"WiFi, Laundry Service, Security"
"Cook, Simpson and Hudson Hotel",Solukhumbu,Solukhumbu,5835,Boutique Hotel,"Parking, Hot Water, Air Conditioning"
Hotel Buddha,Ilam,Ilam,8200,Hotel,"Air Conditioning, Room ServiceFamily Rooms, Parking"
Robinson-Gentry Hotel,Banke,Banke,4851,Bed and Breakfast,"Room ServiceFamily Rooms, Television, Bar"
Hinton and Sons Hotel,Dhankuta,Dhankuta,5345,Resort,"Laundry Service, WiFi, Air Conditioning"
"Hanson, Green and Landry Hotel",Lamjung,Lamjung,2203,Villa,"Laundry Service, Hot Water, Tea/Coffee Maker"
"Giles, White and Lewis Hotel",Kapilvastu,Kapilvastu,9959,Mountain Lodge,"Swimming Pool, Tea/Coffee Maker, Garden"
Jones-Archer Hotel,Ilam,Ilam,2938,Boutique Hotel,"Security, Hot Water, Parking"
Namaste Homestay,Dadeldhura,Dadeldhura,3182,Lodge,"Television, Resturant, Tea/Coffee Maker"
Mountain Sunrise Resort,Dolpa,Dolpa,3545,Villa,"Breakfast, WiFi, Swimming Pool"
Lumbini Heritage Hotel,Jumla,Jumla,1421,Cabin,"Security, Garden, Laundry Service"
Namaste Homestay,Bhaktapur,Bhaktapur,1930,Villa,"WiFi, Television, Room ServiceFamily Rooms"
"Andrews, Yates and Miller Hotel",Rasuwa,Rasuwa,3030,Guest House,"Breakfast, Television, Air Conditioning"
Namaste Homestay,Kavrepalanchok,Kavrepalanchok,3688,Guest House,"Security, Television, Conference Room"
Annapurna Guest House,Mugu,Mugu,1201,Hostel,"Parking, Tea/Coffee Maker, Security"
Himalayan Retreat,Dailekh,Dailekh,2331,Mountain Lodge,"Air Conditioning, Conference Room, Hot Water"
"Schaefer, Chan and Rowland Hotel",Bhojpur,Bhojpur,1533,Guest House,"Breakfast, Resturant, Tea/Coffee Maker"
Peaceful Valley Resort,Bhojpur,Bhojpur,3132,Resort,"Tea/Coffee Maker, Resturant, Laundry Service"
"Frank, Simon and Whitehead Hotel",Mugu,Mugu,2394,Villa,"Television, Bar, Room ServiceFamily Rooms"
"George, Wright and Bell Hotel",Taplejung,Taplejung,3663,Serviced Apartment,"WiFi, Parking, Television"
Namaste Homestay,Humla,Humla,2552,Bed and Breakfast,"Room ServiceFamily Rooms, Conference Room, Hot Water"
Hotel Gorkha,Pyuthan,Pyuthan,9402,Hostel,"Garden, Air Conditioning, Laundry Service"
Underwood and Sons Hotel,Dadeldhura,Dadeldhura,2994,Homestay,"Security, Conference Room, Room ServiceFamily Rooms"
Bowen and Sons Hotel,Solukhumbu,Solukhumbu,4384,Hotel,"Conference Room, Laundry Service, Bar"
Stupa View Inn,Parbat,Parbat,5581,Resort,"Bar, Breakfast, Parking"
Himalayan Retreat,Manang,Manang,3102,Serviced Apartment,"Breakfast, Air Conditioning, Security"
Stupa View Inn,Nuwakot,Nuwakot,1185,Motel,"Swimming Pool, Garden, Security"
"Cooke, Rivera and Barnes Hotel",Bardiya,Bardiya,4812,Boutique Hotel,"Swimming Pool, Parking, Resturant"
Everest Base Camp Lodge,Kailali,Kailali,6853,Boutique Hotel,"Swimming Pool, Tea/Coffee Maker, Conference Room"
Nepal Comfort Stay,Rasuwa,Rasuwa,4175,Cabin,"Conference Room, Tea/Coffee Maker, Hot Water"
Stupa View Inn,Kathmandu,Kathmandu,2127,Serviced Apartment,"Tea/Coffee Maker, Room ServiceFamily Rooms, Parking"
Pokhara Peace Lodge,Mugu,Mugu,9065,Guest House,"Conference Room, Hot Water, Parking"
Carney-Chavez Hotel,Tanahun,Tanahun,1644,Lodge,"Air Conditioning, Hot Water, Room ServiceFamily Rooms"
Conley-Miller Hotel,Gulmi,Gulmi,3702,Homestay,"Security, Air Conditioning, Parking"
Everest Base Camp Lodge,Saptari,Saptari,6448,Bed and Breakfast,"Conference Room, Room ServiceFamily Rooms, Laundry Service"
"Wiley, Marshall and Wilson Hotel",Walung,Walung,8557,Eco-lodge,"Hot Water, Breakfast, Room ServiceFamily Rooms"
Stupa View Inn,Bardiya,Bardiya,6772,Boutique Hotel,"Laundry Service, Bar, Hot Water"
"Wilson, Marshall and Hughes Hotel",Siraha,Siraha,8739,Homestay,"Air Conditioning, Conference Room, Garden"
Peaceful Valley Resort,Pyuthan,Pyuthan,6618,Hotel,"Conference Room, Laundry Service, Breakfast"
Anderson PLC Hotel,Bhaktapur,Bhaktapur,1569,Villa,"Security, Room ServiceFamily Rooms, Garden"
Annapurna Guest House,Dhanusha,Dhanusha,9314,Villa,"Hot Water, Resturant, Bar"
Hotel Gorkha,Bara,Bara,6385,Hostel,"Conference Room, WiFi, Room ServiceFamily Rooms"
Barr LLC Hotel,Makwanpur,Makwanpur,6306,Lodge,"Swimming Pool, Tea/Coffee Maker, Bar"
Hotel Buddha,Bhojpur,Bhojpur,5191,Guest House,"Breakfast, Air Conditioning, Tea/Coffee Maker"
Namaste Homestay,Dolakha,Dolakha,3130,Eco-lodge,"Garden, Tea/Coffee Maker, Room ServiceFamily Rooms"
Nguyen Ltd Hotel,Rasuwa,Rasuwa,7710,Motel,"Breakfast, Conference Room, WiFi"
Doyle-Diaz Hotel,Sankhuwasabha,Sankhuwasabha,9165,Boutique Hotel,"Resturant, Conference Room, Room ServiceFamily Rooms"
Davis-Sanders Hotel,Syangja,Syangja,7656,Lodge,"Hot Water, Parking, Room ServiceFamily Rooms"
Irwin-Summers Hotel,Taplejung,Taplejung,9539,Hostel,"Conference Room, Resturant, Air Conditioning"
Guzman Inc Hotel,Udayapur,Udayapur,5164,Cabin,"Security, WiFi, Laundry Service"
Himalayan Retreat,Parsa,Parsa,6074,Mountain Lodge,"Conference Room, Tea/Coffee Maker, Room ServiceFamily Rooms"
Kathmandu Garden Inn,Mugu,Mugu,8281,Lodge,"Hot Water, Air Conditioning, Breakfast"
Wright-Carter Hotel,Doti,Doti,2635,Resort,"Laundry Service, Security, Hot Water"
Mountain Sunrise Resort,Morang,Morang,6973,Cabin,"Air Conditioning, WiFi, Garden"
Hotel Janaki Palace,Siraha,Siraha,1813,Serviced Apartment,"Hot Water, Parking, Laundry Service"
Stupa View Inn,Kalikot,Kalikot,6601,Guest House,"Conference Room, Security, Tea/Coffee Maker"
Mountain Sunrise Resort,Gulmi,Gulmi,6903,Eco-lodge,"Tea/Coffee Maker, Resturant, Air Conditioning"
Miller-Brown Hotel,Surkhet,Surkhet,1760,Hostel,"Garden, Television, Resturant"
Pokhara Peace Lodge,Rukum West,Rukum West,5343,Serviced Apartment,"Room ServiceFamily Rooms, WiFi, Hot Water"
Hotel Everest View,Khotang,Khotang,8714,Cabin,"Laundry Service, Hot Water, Resturant"
Russo Inc Hotel,Darchula,Darchula,9019,Resort,"Bar, Garden, Laundry Service"
Eco Himalaya Lodge,Gulmi,Gulmi,1226,Cabin,"Bar, WiFi, Laundry Service"
Kathmandu Garden Inn,Rasuwa,Rasuwa,2426,Guest House,"Television, Air Conditioning, Room ServiceFamily Rooms"
Eco Himalaya Lodge,Mustang,Mustang,8503,Guest House,"Garden, Parking, Air Conditioning"
Everest Base Camp Lodge,Kapilvastu,Kapilvastu,4362,Serviced Apartment,"Television, Air Conditioning, Tea/Coffee Maker"
Stupa View Inn,Bardiya,Bardiya,7021,Bed and Breakfast,"Room ServiceFamily Rooms, Hot Water, Tea/Coffee Maker"
Vasquez-Marshall Hotel,Gulmi,Gulmi,2438,Homestay,"Laundry Service, Bar, Resturant"
"Holland, Hall and Hall Hotel",Rupandehi,Rupandehi,9607,Bed and Breakfast,"Laundry Service, Garden, Bar"
"King, Johnson and Carrillo Hotel",Syangja,Syangja,2131,Motel,"Hot Water, Air Conditioning, Tea/Coffee Maker"
"Miller, Lewis and Brooks Hotel",Dadeldhura,Dadeldhura,1314,Homestay,"Hot Water, Swimming Pool, Bar"
Schmidt-Nicholson Hotel,Mugu,Mugu,2325,Guest House,"Resturant, Room ServiceFamily Rooms, Tea/Coffee Maker"
Harris LLC Hotel,Rautahat,Rautahat,3097,Guest House,"Tea/Coffee Maker, Conference Room, Bar"
The Yak Lodge,Darchula,Darchula,1826,Hotel,"Room ServiceFamily Rooms, Television, Swimming Pool"
Potter Inc Hotel,Palpa,Palpa,3495,Hotel,"Parking, Air Conditioning, WiFi"
Green LLC Hotel,Kapilvastu,Kapilvastu,4981,Boutique Hotel,"Breakfast, Room ServiceFamily Rooms, Swimming Pool"
Harmon Group Hotel,Chitwan,Chitwan,8304,Mountain Lodge,"WiFi, Security, Air Conditioning"
Nepal Comfort Stay,Okhaldhunga,Okhaldhunga,1391,Cabin,"Air Conditioning, Television, Parking"
Kathmandu Garden Inn,Pyuthan,Pyuthan,3051,Motel,"WiFi, Television, Bar"
"Hughes, Cisneros and Clark Hotel",Palpa,Palpa,7581,Motel,"Bar, Breakfast, Television"
Blackburn and Sons Hotel,Bara,Bara,8601,Hostel,"Parking, WiFi, Hot Water"
"Nixon, Jenkins and Hood Hotel",Dolakha,Dolakha,5807,Cabin,"Swimming Pool, Bar, WiFi"
Hotel Gorkha,Panchthar,Panchthar,8377,Resort,"Conference Room, Resturant, Tea/Coffee Maker"
"Jones, Foster and Smith Hotel",Bhojpur,Bhojpur,6282,Serviced Apartment,"Hot Water, Tea/Coffee Maker, Breakfast"
Alvarez-Price Hotel,Dhading,Dhading,5036,Resort,"Parking, Television, Laundry Service"
Wagner-Boyd Hotel,Lamjung,Lamjung,7629,Lodge,"Hot Water, Television, Bar"
Sims-Anderson Hotel,Jumla,Jumla,1453,Mountain Lodge,"Resturant, Room ServiceFamily Rooms, Security"
Mercer-Brown Hotel,Kaski,Kaski,2548,Motel,"Room ServiceFamily Rooms, Security, Resturant"
Ayers Ltd Hotel,Dhading,Dhading,7615,Mountain Lodge,"Garden, Tea/Coffee Maker, Parking"
The Yak Lodge,Chitwan,Chitwan,4927,Serviced Apartment,"Room ServiceFamily Rooms, Television, Breakfast"
Namaste Homestay,Kalikot,Kalikot,7841,Bed and Breakfast,"Hot Water, Laundry Service, Air Conditioning"
Kathmandu Garden Inn,Rukum West,Rukum West,5255,Mountain Lodge,"Hot Water, Resturant, Garden"
Peaceful Valley Resort,Sunsari,Sunsari,9338,Lodge,"Hot Water, Tea/Coffee Maker, Laundry Service"
Mountain Sunrise Resort,Dolakha,Dolakha,8165,Resort,"Parking, Conference Room, Room ServiceFamily Rooms"
"Barr, Bailey and Dillon Hotel",Parbat,Parbat,6923,Villa,"Breakfast, Security, Resturant"
"Gutierrez, Martinez and Carey Hotel",Sindhuli,Sindhuli,4143,Hostel,"Breakfast, Bar, Parking"
"Foley, Myers and Rowe Hotel",Rupandehi,Rupandehi,5834,Homestay,"Laundry Service, Breakfast, Air Conditioning"
Mountain Sunrise Resort,Achham,Achham,6502,Boutique Hotel,"Breakfast, Resturant, Parking"
Torres-Ford Hotel,Rolpa,Rolpa,2097,Serviced Apartment,"Resturant, Garden, Television"
Lumbini Heritage Hotel,Nawalpur,Nawalpur,2304,Lodge,"WiFi, Swimming Pool, Hot Water"
Yoder Inc Hotel,Ramechhap,Ramechhap,6469,Mountain Lodge,"Tea/Coffee Maker, Breakfast, Television"
Peaceful Valley Resort,Dailekh,Dailekh,9386,Lodge,"Resturant, Parking, Television"
Pokhara Peace Lodge,Bhojpur,Bhojpur,3066,Hostel,"Television, Air Conditioning, Conference Room"
Annapurna Guest House,Bardiya,Bardiya,9042,Serviced Apartment,"Security, Tea/Coffee Maker, Resturant"
