From,To,TransportMode,TravelTime_hr,TravelCost_NPR
Naag Pokhari,Belbari Forest,Jeep,3.9,2699
Naag Pokhari,Tengboche Monastery,Bus,6.5,1830
Naag Pokhari,Namche Bazaar,Jeep,8.4,3408
Naag Pokhari,Ruru Kshetra,Jeep,7.8,4672
Naag Pokhari,Chhahara Waterfall,Bus,9.6,2591
Naag Pokhari,Maya Devi Temple,Flight,0.4,868
Naag Pokhari,Bhedetar View Tower,Taxi,4.5,2411
Naag Pokhari,Davis Falls,Bus,7.7,2009
Naag Pokhari,Salyan Khalanga,Bus,8.9,1897
Naag Pokhari,Hanuman Dhoka,Jeep,7.5,4032
Naag Pokhari,Khandadevi Temple,Bus,9.5,2833
Naag Pokhari,Khopra Danda,Jeep,8.5,5348
Naag Pokhari,Garden of Dreams,Bus,9.4,2331
Naag Pokhari,Siddha Cave,Taxi,6.1,4516
Naag Pokhari,Kanyam Tea Garden,Bus,5.5,1638
Naag Pokhari,Kamalbari Lake,Flight,0.7,1845
Naag Pokhari,Thakurdwara,Bus,7.7,2108
Naag Pokhari,Phewa Lake,Taxi,3.3,1984
Naag Pokhari,Kapilvastu Ruins,Bus,10.3,2236
Naag Pokhari,Ringmo Village,Bus,10.2,2130
Naag Pokhari,Nuwakot Trishuli Dam,Jeep,7.1,3828
Naag Pokhari,Nepalgunj,Jeep,5.6,3264
Naag Pokhari,Gahawa Mai Temple,Bus,9.4,2284
Naag Pokhari,Namobuddha,Bus,9.0,2266
Naag Pokhari,Panchakanya Hill,Bus,6.9,1582
Naag Pokhari,Tsum Valley,Taxi,3.6,2445
Naag Pokhari,Nagi Village,Jeep,7.0,4746
Naag Pokhari,Pakuwal Lake,Bus,9.6,2546
Naag Pokhari,Gaurishankar Conservation Area,Taxi,3.4,2156
Naag Pokhari,Narchyang Waterfall,Bus,8.6,2013
Naag Pokhari,Swargadwari,Taxi,3.9,2862
Naag Pokhari,Ramaroshan Wetland,Flight,0.8,2749
Naag Pokhari,Gosaikunda,Bus,6.9,1974
Naag Pokhari,Rani Pokhari,Bus,7.1,1987
Naag Pokhari,Begnas Lake,Bus,5.5,1397
Naag Pokhari,Seti River Gorge,Bus,9.6,1989
Naag Pokhari,Nagarjun Forest,Jeep,3.0,1708
Naag Pokhari,Banskharka Orange Farm,Jeep,2.8,1444
Naag Pokhari,Kharpunath,Bus,7.8,2333
Chitwan National Park,Tila River Valley,Bus,9.1,2270
Chitwan National Park,Koshi Barrage,Taxi,5.5,3296
Chitwan National Park,Chhimkeshwori Hill,Jeep,7.2,4423
Chitwan National Park,Arun Valley,Bus,9.0,1975
Chitwan National Park,Chhimkeshwori,Bus,6.1,1772
Chitwan National Park,Musikot,Bus,9.5,2301
Chitwan National Park,Panchthar Tea Garden,Taxi,2.8,1741
Chitwan National Park,Mohare Danda,Bus,5.7,1243
Chitwan National Park,Tribeni Dham,Flight,1.4,3397
Chitwan National Park,Dhaulagiri Base Camp,Flight,1.3,4381
Chitwan National Park,Swayambhunath Stupa,Bus,6.7,1476
Chitwan National Park,Shivapuri Nagarjun National Park,Bus,4.6,1046
Chitwan National Park,Chainpur Bazaar,Taxi,4.2,2480
Chitwan National Park,Lamjung Himal Base Camp,Jeep,6.3,3664
Chitwan National Park,Jalbire Waterfall,Bus,8.5,1946
Chitwan National Park,Rani Mahal,Bus,4.4,1262
Chitwan National Park,Kakrebihar,Bus,9.7,2637
Chitwan National Park,Silichho Peak,Bus,8.3,2298
Chitwan National Park,Khaireni Hill,Bus,7.5,2197
Chitwan National Park,Panchase Hill,Bus,5.8,1255
Chitwan National Park,Jomsom,Flight,0.5,1475
Chitwan National Park,Okhaldhunga Memorial Park,Bus,9.4,2641
Chitwan National Park,Baglung Kalika Temple,Bus,5.9,1656
Chitwan National Park,Maipokhari,Bus,5.4,1270
Chitwan National Park,Ramdhuni Mandir,Bus,8.2,1857
Chitwan National Park,Bhedetar Zipline,Bus,10.2,2273
Chitwan National Park,Thabang Village,Flight,1.0,2195
Chitwan National Park,Ridi Bazaar,Bus,8.4,2243
Chitwan National Park,Kagbeni,Flight,1.5,4970
Chitwan National Park,Khaptad Baba Ashram,Jeep,4.4,2811
Chitwan National Park,Simikot,Bus,7.2,1831
Chitwan National Park,Rara Lake,Taxi,7.1,5426
Chitwan National Park,Badhaiya Tal,Bus,4.5,1137
Chitwan National Park,Rishikesh Complex (Devghat),Bus,4.7,991
Chitwan National Park,Ghodepani,Bus,8.4,1722
Chitwan National Park,Chandannath Temple,Bus,4.5,1132
Chitwan National Park,Bishazari Tal,Bus,8.8,2392
Chitwan National Park,Hanuman Temple,Bus,9.6,2437
Chitwan National Park,International Mountain Museum,Taxi,6.0,4370
Chitwan National Park,Madan Ashrit Memorial Park,Bus,5.1,1478
Chitwan National Park,Mahaboudha Temple,Jeep,4.8,2798
Chitwan National Park,Tindhare Waterfall,Taxi,2.9,2155
Chitwan National Park,Rolpa Martyrs Trail,Jeep,6.8,3435
Chitwan National Park,Bajura Budhinanda Lake,Flight,0.8,1847
Chitwan National Park,Tallo Dungeshwor,Bus,6.5,1433
Chitwan National Park,Tharu Village,Jeep,6.5,2888
Chitwan National Park,Patal Bhuvaneshwor Cave,Bus,4.5,1182
Chitwan National Park,Everest Base Camp,Bus,8.2,1967
Chitwan National Park,Ghale Gaun,Jeep,6.5,2634
Chitwan National Park,Sarangkot,Jeep,3.7,1785
Chitwan National Park,Dudh Kunda,Bus,8.7,1995
Chitwan National Park,Chhanwa Gumba,Bus,7.0,1468
Chitwan National Park,Nuwakot Palace Complex,Jeep,7.9,3511
Chitwan National Park,Hiranya Varna Mahavihar,Taxi,4.9,3660
Chitwan National Park,Sailung,Flight,1.1,3886
Chitwan National Park,Jaleshwor Mahadev Temple,Jeep,9.1,5175
Chitwan National Park,Pakhure Pokhari,Bus,7.2,2091
Chitwan National Park,Janaki Mandir,Flight,0.3,1155
Chitwan National Park,Ghodaghodi Lake,Flight,0.7,1566
Chitwan National Park,Maula Kalika Temple,Bus,8.1,1958
Chitwan National Park,Laprak,Bus,7.3,1912
Chitwan National Park,Simraungadh Ruins,Bus,4.3,882
Chitwan National Park,Panch Pokhari,Jeep,3.8,1851
Chitwan National Park,Pathibhara Devi Temple,Bus,5.1,1335
Chitwan National Park,Dodhara Chandani Bridge,Bus,6.2,1587
Chitwan National Park,Baraha Kshetra,Jeep,4.4,2834
Chitwan National Park,Baraha Pokhari,Taxi,5.6,3061
Chitwan National Park,Sisne Himal,Taxi,3.8,1981
Chitwan National Park,Gokyo Lakes,Jeep,6.5,4367
Chitwan National Park,Daunne Hill,Taxi,5.7,3011
Chitwan National Park,Birgunj Clock Tower,Bus,4.9,1260
Chitwan National Park,Shey Phoksundo Lake,Bus,5.7,1460
Chitwan National Park,Gorkha Durbar,Bus,5.3,1488
Chitwan National Park,Temke Dada,Bus,4.1,1212
Chitwan National Park,Bhimsen Temple,Bus,5.5,1490
Chitwan National Park,Guerrilla Trek,Flight,1.2,4140
Chitwan National Park,Bungamati Village,Taxi,5.0,3554
Chitwan National Park,Poon Hill,Taxi,4.0,2458
Chitwan National Park,Chamunda Temple,Bus,10.2,2099
Chitwan National Park,Sitalpati Market,Jeep,7.1,3271
Chitwan National Park,Ashoka Pillar,Jeep,4.2,2673
Chitwan National Park,World Peace Pagoda,Bus,3.9,1016
Chitwan National Park,Kapuche Glacier Lake,Jeep,8.5,4546
Chitwan National Park,Tatopani,Bus,4.5,1202
Chitwan National Park,Boudhanath Stupa,Jeep,5.1,2188
Chitwan National Park,Rukumkot,Bus,6.0,1785
Chitwan National Park,Makalu Base Camp,Bus,6.6,1795
Chitwan National Park,Hetauda Martyrs Park,Taxi,7.4,3941
Chitwan National Park,Balmiki Ashram,Taxi,7.6,3910
Chitwan National Park,Salpa Pokhari,Bus,5.7,1291
Chitwan National Park,Chhintang,Taxi,7.7,4968
Chitwan National Park,Bhairahawa Buddha Park,Flight,0.5,1285
Chitwan National Park,Barpak,Bus,10.2,2526
Chitwan National Park,Gorkha Museum,Bus,8.0,2137
Chitwan National Park,Dhulikhel View Tower,Bus,9.0,1895
Chitwan National Park,Pashupatinath Temple,Bus,8.5,2484
Chitwan National Park,Api Base Camp,Taxi,5.5,4392
Chitwan National Park,Trishuli River View,Bus,6.5,1683
Chitwan National Park,Soti Khola,Taxi,4.6,3532
Chitwan National Park,Bindabasini Temple (Bandipur),Bus,7.1,1795
Chitwan National Park,Sailung Danda,Jeep,6.7,2917
Chitwan National Park,Chepang Hill Trail,Bus,8.0,2048
Chitwan National Park,Mallaj,Taxi,6.8,3506
Chitwan National Park,Barpak Village,Taxi,5.8,3658
Chitwan National Park,Lete,Taxi,6.8,4100
Chitwan National Park,Sundarijal,Bus,9.8,2105
Chitwan National Park,Triveni Dham,Flight,0.8,2267
Chitwan National Park,Koshi Tappu Wildlife Reserve,Flight,0.1,315
Chitwan National Park,Nyatapola Temple,Bus,9.1,1884
Chitwan National Park,Antu Danda,Jeep,7.0,3935
Chitwan National Park,Khokana,Jeep,3.3,1548
Chitwan National Park,Badimalika Temple,Jeep,6.7,4221
Chitwan National Park,Diktel Bazaar,Bus,8.1,1734
Chitwan National Park,Bhairabi Temple,Bus,6.8,1942
Chitwan National Park,Lumbini - Birthplace of Buddha,Taxi,4.9,3159
Chitwan National Park,Saipal Base Camp,Jeep,3.6,2145
Chitwan National Park,Tsho Rolpa Lake,Bus,7.5,1698
Chitwan National Park,Rupa Lake,Bus,8.0,1984
Chitwan National Park,Bandipur,Flight,1.1,3081
Chitwan National Park,Dhorpatan Valley,Jeep,7.5,5027
Chitwan National Park,Kushma Cliff Bridge,Bus,5.0,1296
Chitwan National Park,Naag Pokhari,Bus,8.7,1949
Chitwan National Park,Budhi Gandaki Valley,Bus,4.2,1155
Chitwan National Park,Elephant Breeding Center,Taxi,7.1,4769
Chitwan National Park,Lwang Ghalel Village,Jeep,5.2,2731
Chitwan National Park,Shree Antu Sunrise Point,Bus,5.9,1712
Chitwan National Park,Baundeshwor Cave,Bus,9.8,2332
Chitwan National Park,Rupa Tal,Bus,8.7,2072
Chitwan National Park,Kulekhani Reservoir,Bus,5.3,1500
Chitwan National Park,Chandragiri Hills,Bus,8.5,2096
Chitwan National Park,Siddha Gufa,Taxi,5.8,4222
Chitwan National Park,Dattatreya Temple,Bus,4.9,1418
Chitwan National Park,Aathbish Danda,Bus,5.2,1045
Chitwan National Park,Rangeli,Bus,5.7,1345
Chitwan National Park,Kalinchowk,Jeep,3.5,2410
Chitwan National Park,Panauti,Bus,4.2,903
Chitwan National Park,Patan Durbar Square,Flight,1.0,3765
Chitwan National Park,Lo Manthang,Bus,7.5,1916
Chitwan National Park,Champadevi Hill,Jeep,7.0,3191
Chitwan National Park,Pulchowki Hill,Taxi,5.8,3587
Chitwan National Park,Muktinath Temple,Taxi,2.8,2218
Chitwan National Park,Manaslu Base Camp,Bus,8.3,1800
Chitwan National Park,Dharan Clock Tower,Bus,7.8,2297
Chitwan National Park,Tansen Bazaar,Flight,0.8,1787
Chitwan National Park,Syarpu Lake,Jeep,3.4,1372
Chitwan National Park,Ranighat Palace,Bus,8.7,2189
Chitwan National Park,Siddhi Binayak,Bus,9.2,2715
Chitwan National Park,Deurali Gumba,Taxi,7.2,5410
Chitwan National Park,Bageshwori Temple,Bus,7.0,1731
Chitwan National Park,Resunga,Taxi,5.0,3088
Chitwan National Park,Tamang Heritage Trail,Bus,4.7,1287
Chitwan National Park,Taudaha Lake,Taxi,3.0,2233
Chitwan National Park,Ram Mandir,Bus,9.7,2675
Chitwan National Park,Bhaktapur Durbar Square,Flight,0.9,2523
Chitwan National Park,Bardia National Park,Jeep,8.5,5626
Chitwan National Park,Bhairav Kunda,Bus,4.3,967
Chitwan National Park,Gupteshwor Cave,Flight,1.2,2983
Chitwan National Park,Bindhyabasini Temple,Bus,9.7,2224
Chitwan National Park,Dakshinkali Temple,Flight,1.3,4213
Chitwan National Park,Bhojpur Bazaar,Bus,8.4,2379
Chitwan National Park,Khaptad National Park,Flight,0.5,1174
Chitwan National Park,Palung Valley,Bus,5.9,1488
Chitwan National Park,Sirubari,Taxi,5.6,3865
Chitwan National Park,Phulchowki Botanical Garden,Bus,6.1,1466
Chitwan National Park,Numbur Cheese Circuit,Bus,4.2,868
Chitwan National Park,Dhorpatan Hunting Reserve,Bus,8.5,2440
Chitwan National Park,Charikot,Bus,7.0,1452
Chitwan National Park,Siruwa Pokhari,Flight,1.1,3143
Chitwan National Park,Tatopani Hot Spring,Flight,1.1,2852
Chitwan National Park,Piple Hill,Bus,7.0,1924
Chitwan National Park,Kali Gandaki Gorge,Taxi,3.9,2974
Chitwan National Park,Tilicho Lake,Bus,9.7,1986
Chitwan National Park,Bhanbhane Pokhari,Bus,5.4,1314
Chitwan National Park,Simbuwa Khola Valley,Jeep,8.7,5101
Chitwan National Park,Langtang National Park,Flight,0.9,3427
Chitwan National Park,Kangchenjunga Base Camp,Taxi,4.2,2688
Chitwan National Park,Bhotekoshi Bungee Jump,Jeep,6.4,2603
Chitwan National Park,Bhujung Village,Taxi,5.7,2850
Chitwan National Park,Manakamana Temple,Taxi,5.6,3714
Chitwan National Park,Sandakpur,Bus,8.1,1651
Chitwan National Park,Shuklaphanta National Park,Taxi,4.5,2842
Chitwan National Park,Chobhar Gorge,Jeep,4.9,2455
Chitwan National Park,Belbari Forest,Taxi,7.5,3826
Chitwan National Park,Tengboche Monastery,Taxi,7.9,4576
Chitwan National Park,Namche Bazaar,Jeep,4.7,2408
Chitwan National Park,Ruru Kshetra,Bus,8.1,1631
Chitwan National Park,Chhahara Waterfall,Taxi,6.6,4896
Chitwan National Park,Maya Devi Temple,Jeep,7.4,4698
Chitwan National Park,Bhedetar View Tower,Bus,4.2,865
Chitwan National Park,Davis Falls,Bus,5.3,1556
Chitwan National Park,Salyan Khalanga,Jeep,6.6,4233
Chitwan National Park,Hanuman Dhoka,Jeep,7.9,5280
Chitwan National Park,Khandadevi Temple,Bus,7.1,1900
Chitwan National Park,Khopra Danda,Flight,0.5,1411
Chitwan National Park,Garden of Dreams,Jeep,2.8,1824
Chitwan National Park,Siddha Cave,Taxi,6.7,3851
Chitwan National Park,Kanyam Tea Garden,Jeep,6.9,3668
Chitwan National Park,Kamalbari Lake,Jeep,3.7,1883
Chitwan National Park,Thakurdwara,Bus,8.2,2158
Chitwan National Park,Phewa Lake,Bus,4.9,1458
Chitwan National Park,Kapilvastu Ruins,Jeep,8.4,3962
Chitwan National Park,Ringmo Village,Taxi,7.0,4813
Chitwan National Park,Nuwakot Trishuli Dam,Taxi,4.6,3449
Chitwan National Park,Nepalgunj,Jeep,3.3,1820
Chitwan National Park,Gahawa Mai Temple,Bus,7.4,1982
Chitwan National Park,Namobuddha,Jeep,7.3,3140
Chitwan National Park,Panchakanya Hill,Bus,6.8,1470
Chitwan National Park,Tsum Valley,Bus,7.1,1580
Chitwan National Park,Nagi Village,Taxi,5.0,3473
Chitwan National Park,Pakuwal Lake,Bus,6.2,1836
Chitwan National Park,Gaurishankar Conservation Area,Bus,5.9,1259
Chitwan National Park,Narchyang Waterfall,Bus,5.3,1296
Chitwan National Park,Swargadwari,Jeep,7.5,4524
Chitwan National Park,Ramaroshan Wetland,Bus,7.9,2167
Chitwan National Park,Gosaikunda,Taxi,7.5,3977
Chitwan National Park,Rani Pokhari,Bus,7.2,2010
Chitwan National Park,Begnas Lake,Jeep,3.6,2351
Chitwan National Park,Seti River Gorge,Bus,5.1,1250
Chitwan National Park,Nagarjun Forest,Bus,7.3,2178
Chitwan National Park,Banskharka Orange Farm,Bus,6.3,1710
Chitwan National Park,Kharpunath,Bus,6.0,1700
Budhi Gandaki Valley,Tila River Valley,Bus,8.6,1857
Budhi Gandaki Valley,Koshi Barrage,Flight,0.6,1204
Budhi Gandaki Valley,Chhimkeshwori Hill,Bus,8.4,1955
Budhi Gandaki Valley,Arun Valley,Bus,8.2,2170
Budhi Gandaki Valley,Chhimkeshwori,Bus,4.5,940
Budhi Gandaki Valley,Musikot,Bus,4.9,1018
Budhi Gandaki Valley,Panchthar Tea Garden,Jeep,4.1,2356
Budhi Gandaki Valley,Mohare Danda,Bus,7.4,1680
Budhi Gandaki Valley,Tribeni Dham,Jeep,6.5,3585
Budhi Gandaki Valley,Dhaulagiri Base Camp,Taxi,2.6,1536
Budhi Gandaki Valley,Swayambhunath Stupa,Jeep,3.6,1466
Budhi Gandaki Valley,Shivapuri Nagarjun National Park,Jeep,6.6,3851
Budhi Gandaki Valley,Chainpur Bazaar,Bus,5.8,1210
Budhi Gandaki Valley,Lamjung Himal Base Camp,Bus,7.6,2229
Budhi Gandaki Valley,Jalbire Waterfall,Jeep,8.7,4573
Budhi Gandaki Valley,Rani Mahal,Taxi,5.9,3298
Budhi Gandaki Valley,Kakrebihar,Taxi,7.0,3799
Budhi Gandaki Valley,Silichho Peak,Taxi,7.6,3984
Budhi Gandaki Valley,Khaireni Hill,Jeep,4.8,2684
Budhi Gandaki Valley,Panchase Hill,Jeep,3.9,2585
Budhi Gandaki Valley,Jomsom,Bus,10.2,2593
Budhi Gandaki Valley,Okhaldhunga Memorial Park,Flight,0.8,3037
Budhi Gandaki Valley,Baglung Kalika Temple,Bus,9.6,2364
Budhi Gandaki Valley,Maipokhari,Taxi,5.6,3958
Budhi Gandaki Valley,Ramdhuni Mandir,Jeep,8.7,5614
Budhi Gandaki Valley,Bhedetar Zipline,Taxi,3.8,2629
Budhi Gandaki Valley,Thabang Village,Bus,5.6,1254
Budhi Gandaki Valley,Ridi Bazaar,Taxi,5.2,2603
Budhi Gandaki Valley,Kagbeni,Taxi,5.3,3131
Budhi Gandaki Valley,Khaptad Baba Ashram,Bus,5.5,1549
Budhi Gandaki Valley,Simikot,Bus,8.9,2586
Budhi Gandaki Valley,Rara Lake,Bus,4.7,1364
Budhi Gandaki Valley,Badhaiya Tal,Jeep,5.7,3183
Budhi Gandaki Valley,Rishikesh Complex (Devghat),Taxi,5.5,3572
Budhi Gandaki Valley,Ghodepani,Flight,1.0,3729
Budhi Gandaki Valley,Chandannath Temple,Bus,10.2,3058
Budhi Gandaki Valley,Bishazari Tal,Jeep,8.2,5171
Budhi Gandaki Valley,Hanuman Temple,Jeep,6.6,3837
Budhi Gandaki Valley,International Mountain Museum,Taxi,4.4,2234
Budhi Gandaki Valley,Madan Ashrit Memorial Park,Jeep,3.7,2442
Budhi Gandaki Valley,Mahaboudha Temple,Taxi,5.1,3219
Budhi Gandaki Valley,Tindhare Waterfall,Bus,4.9,1293
Budhi Gandaki Valley,Rolpa Martyrs Trail,Flight,1.9,6954
Budhi Gandaki Valley,Bajura Budhinanda Lake,Bus,4.6,989
Budhi Gandaki Valley,Tallo Dungeshwor,Taxi,6.4,3553
Budhi Gandaki Valley,Tharu Village,Taxi,4.0,2177
Budhi Gandaki Valley,Patal Bhuvaneshwor Cave,Jeep,8.5,5497
Budhi Gandaki Valley,Everest Base Camp,Jeep,8.6,5183
Budhi Gandaki Valley,Ghale Gaun,Taxi,5.7,3088
Budhi Gandaki Valley,Sarangkot,Taxi,7.2,4778
Budhi Gandaki Valley,Dudh Kunda,Taxi,7.7,5995
Budhi Gandaki Valley,Chhanwa Gumba,Bus,5.4,1462
Budhi Gandaki Valley,Nuwakot Palace Complex,Taxi,3.6,2144
Budhi Gandaki Valley,Hiranya Varna Mahavihar,Jeep,5.5,3775
Budhi Gandaki Valley,Sailung,Flight,0.9,3216
Budhi Gandaki Valley,Jaleshwor Mahadev Temple,Bus,4.7,1340
Budhi Gandaki Valley,Pakhure Pokhari,Bus,6.0,1338
Budhi Gandaki Valley,Janaki Mandir,Jeep,7.2,2966
Budhi Gandaki Valley,Ghodaghodi Lake,Bus,5.9,1649
Budhi Gandaki Valley,Maula Kalika Temple,Bus,6.7,1671
Budhi Gandaki Valley,Laprak,Taxi,4.1,2235
Budhi Gandaki Valley,Simraungadh Ruins,Jeep,7.0,2976
Budhi Gandaki Valley,Panch Pokhari,Bus,7.2,1789
Budhi Gandaki Valley,Pathibhara Devi Temple,Bus,8.6,1972
Budhi Gandaki Valley,Dodhara Chandani Bridge,Taxi,4.9,3227
Budhi Gandaki Valley,Baraha Kshetra,Bus,5.5,1305
Budhi Gandaki Valley,Baraha Pokhari,Flight,1.4,4881
Budhi Gandaki Valley,Sisne Himal,Taxi,4.1,2960
Budhi Gandaki Valley,Gokyo Lakes,Bus,5.4,1407
Budhi Gandaki Valley,Daunne Hill,Taxi,5.0,3292
Budhi Gandaki Valley,Birgunj Clock Tower,Bus,9.3,2561
Budhi Gandaki Valley,Shey Phoksundo Lake,Bus,7.9,2054
Budhi Gandaki Valley,Gorkha Durbar,Taxi,7.9,5802
Budhi Gandaki Valley,Temke Dada,Jeep,7.1,2863
Budhi Gandaki Valley,Bhimsen Temple,Taxi,4.3,2800
Budhi Gandaki Valley,Guerrilla Trek,Bus,4.7,977
Budhi Gandaki Valley,Bungamati Village,Bus,5.9,1541
Budhi Gandaki Valley,Poon Hill,Flight,0.6,1446
Budhi Gandaki Valley,Chamunda Temple,Taxi,5.3,3120
Budhi Gandaki Valley,Sitalpati Market,Taxi,6.9,5047
Budhi Gandaki Valley,Ashoka Pillar,Taxi,7.8,5015
Budhi Gandaki Valley,World Peace Pagoda,Jeep,5.8,3824
Budhi Gandaki Valley,Kapuche Glacier Lake,Bus,6.9,1954
Budhi Gandaki Valley,Tatopani,Jeep,4.1,2290
Budhi Gandaki Valley,Boudhanath Stupa,Flight,0.7,1467
Budhi Gandaki Valley,Rukumkot,Bus,4.4,1118
Budhi Gandaki Valley,Makalu Base Camp,Flight,1.1,2372
Budhi Gandaki Valley,Hetauda Martyrs Park,Bus,4.5,1191
Budhi Gandaki Valley,Balmiki Ashram,Bus,9.0,2581
Budhi Gandaki Valley,Salpa Pokhari,Taxi,5.5,2763
Budhi Gandaki Valley,Chhintang,Jeep,4.2,2202
Budhi Gandaki Valley,Bhairahawa Buddha Park,Taxi,5.7,3208
Budhi Gandaki Valley,Barpak,Bus,6.0,1373
Budhi Gandaki Valley,Gorkha Museum,Taxi,5.8,3613
Budhi Gandaki Valley,Dhulikhel View Tower,Taxi,3.5,2314
Budhi Gandaki Valley,Pashupatinath Temple,Flight,1.3,3475
Budhi Gandaki Valley,Api Base Camp,Flight,0.5,1483
Budhi Gandaki Valley,Trishuli River View,Bus,7.2,1674
Budhi Gandaki Valley,Soti Khola,Jeep,7.5,4861
Budhi Gandaki Valley,Bindabasini Temple (Bandipur),Bus,7.0,2095
Budhi Gandaki Valley,Sailung Danda,Jeep,5.1,2996
Budhi Gandaki Valley,Chepang Hill Trail,Bus,6.0,1272
Budhi Gandaki Valley,Mallaj,Bus,8.6,2076
Budhi Gandaki Valley,Barpak Village,Taxi,5.2,2714
Budhi Gandaki Valley,Lete,Bus,6.6,1668
Budhi Gandaki Valley,Sundarijal,Bus,8.7,2291
Budhi Gandaki Valley,Triveni Dham,Bus,6.6,1909
Budhi Gandaki Valley,Koshi Tappu Wildlife Reserve,Bus,8.7,2466
Budhi Gandaki Valley,Nyatapola Temple,Flight,1.4,3696
Budhi Gandaki Valley,Antu Danda,Taxi,5.8,4475
Budhi Gandaki Valley,Khokana,Jeep,7.3,4955
Budhi Gandaki Valley,Badimalika Temple,Bus,9.1,2490
Budhi Gandaki Valley,Diktel Bazaar,Bus,7.0,1614
Budhi Gandaki Valley,Bhairabi Temple,Bus,5.3,1251
Budhi Gandaki Valley,Lumbini - Birthplace of Buddha,Bus,8.8,2414
Budhi Gandaki Valley,Saipal Base Camp,Taxi,5.2,3967
Budhi Gandaki Valley,Tsho Rolpa Lake,Jeep,6.4,3224
Budhi Gandaki Valley,Rupa Lake,Bus,8.3,1747
Budhi Gandaki Valley,Bandipur,Bus,8.8,2256
Budhi Gandaki Valley,Dhorpatan Valley,Flight,1.5,5767
Budhi Gandaki Valley,Kushma Cliff Bridge,Taxi,3.7,2745
Budhi Gandaki Valley,Naag Pokhari,Flight,0.6,2076
Budhi Gandaki Valley,Chitwan National Park,Bus,4.6,1370
Budhi Gandaki Valley,Elephant Breeding Center,Bus,6.9,1973
Budhi Gandaki Valley,Lwang Ghalel Village,Taxi,6.8,4200
Budhi Gandaki Valley,Shree Antu Sunrise Point,Taxi,7.2,3937
Budhi Gandaki Valley,Baundeshwor Cave,Flight,0.9,3319
Budhi Gandaki Valley,Rupa Tal,Bus,5.0,1442
Budhi Gandaki Valley,Kulekhani Reservoir,Taxi,3.7,2674
Budhi Gandaki Valley,Chandragiri Hills,Bus,7.2,1707
Budhi Gandaki Valley,Siddha Gufa,Taxi,5.8,4383
Budhi Gandaki Valley,Dattatreya Temple,Jeep,3.8,1523
Budhi Gandaki Valley,Aathbish Danda,Bus,8.8,2381
Budhi Gandaki Valley,Rangeli,Jeep,8.0,5429
Budhi Gandaki Valley,Kalinchowk,Bus,9.6,2206
Budhi Gandaki Valley,Panauti,Bus,6.5,1576
Budhi Gandaki Valley,Patan Durbar Square,Flight,1.3,4961
Budhi Gandaki Valley,Lo Manthang,Taxi,5.1,3129
Budhi Gandaki Valley,Champadevi Hill,Bus,9.5,2412
Budhi Gandaki Valley,Pulchowki Hill,Flight,0.3,953
Budhi Gandaki Valley,Muktinath Temple,Bus,9.4,2054
Budhi Gandaki Valley,Manaslu Base Camp,Bus,5.7,1186
Budhi Gandaki Valley,Dharan Clock Tower,Taxi,6.8,4029
Budhi Gandaki Valley,Tansen Bazaar,Bus,6.6,1617
Budhi Gandaki Valley,Syarpu Lake,Bus,6.5,1913
Budhi Gandaki Valley,Ranighat Palace,Bus,7.5,1932
Budhi Gandaki Valley,Siddhi Binayak,Flight,1.2,2782
Budhi Gandaki Valley,Deurali Gumba,Taxi,3.3,2174
Budhi Gandaki Valley,Bageshwori Temple,Flight,0.8,1803
Budhi Gandaki Valley,Resunga,Bus,9.4,2001
Budhi Gandaki Valley,Tamang Heritage Trail,Bus,5.6,1317
Budhi Gandaki Valley,Taudaha Lake,Taxi,4.5,3313
Budhi Gandaki Valley,Ram Mandir,Jeep,8.3,5566
Budhi Gandaki Valley,Bhaktapur Durbar Square,Flight,1.8,5771
Budhi Gandaki Valley,Bardia National Park,Bus,5.1,1459
Budhi Gandaki Valley,Bhairav Kunda,Bus,8.3,1745
Budhi Gandaki Valley,Gupteshwor Cave,Jeep,6.3,4167
Budhi Gandaki Valley,Bindhyabasini Temple,Bus,7.0,1949
Budhi Gandaki Valley,Dakshinkali Temple,Bus,6.1,1443
Budhi Gandaki Valley,Bhojpur Bazaar,Taxi,4.8,3826
Budhi Gandaki Valley,Khaptad National Park,Flight,1.6,6127
Budhi Gandaki Valley,Palung Valley,Taxi,5.3,3137
Budhi Gandaki Valley,Sirubari,Jeep,7.3,4979
Budhi Gandaki Valley,Phulchowki Botanical Garden,Bus,8.5,2357
Budhi Gandaki Valley,Numbur Cheese Circuit,Bus,7.6,1814
Budhi Gandaki Valley,Dhorpatan Hunting Reserve,Flight,0.2,435
Budhi Gandaki Valley,Charikot,Bus,5.9,1457
Budhi Gandaki Valley,Siruwa Pokhari,Flight,0.8,1876
Budhi Gandaki Valley,Tatopani Hot Spring,Bus,6.3,1514
Budhi Gandaki Valley,Piple Hill,Taxi,5.2,4120
Budhi Gandaki Valley,Kali Gandaki Gorge,Bus,6.4,1834
Budhi Gandaki Valley,Tilicho Lake,Taxi,6.2,3440
Budhi Gandaki Valley,Bhanbhane Pokhari,Bus,6.7,1362
Budhi Gandaki Valley,Simbuwa Khola Valley,Jeep,8.3,3351
Budhi Gandaki Valley,Langtang National Park,Bus,5.2,1450
Budhi Gandaki Valley,Kangchenjunga Base Camp,Bus,9.2,2016
Budhi Gandaki Valley,Bhotekoshi Bungee Jump,Bus,8.8,2429
